Column1,index,protein_external_id,preferred_name,protein_size,"annotation
",nlp_processing,cancer_noun_identification,sent_negative,sent_positive,sent_neutral,cancer,TP,FP,TN,FN,cancer_real_label
182,17499,9606.ENSP00000442521,BEX2,160,protein bex regulator of mitochondrial apoptosis and g cell cycle in breast cancer protects the breast cancer cells against mitochondrial apoptosis and this effect is mediated through the modulation of bcl protein family which involves the positive regulation of anti apoptotic member bcl and the negative regulation of pro apoptotic members bad bak and puma required for the normal cell cycle progression during g in breast cancer cells through the regulation of ccnd and cdkna regulates the level of ppa regulatory subunit b and ppa phosphatase activity belongs to the bex family ,"['protein', 'bex', 'regulator', 'mitochondrial', 'apoptosis', 'g', 'cell', 'cycle', 'breast', 'cancer', 'protects', 'breast', 'cancer', 'cell', 'mitochondrial', 'apoptosis', 'effect', 'mediated', 'modulation', 'bcl', 'protein', 'family', 'involves', 'positive', 'regulation', 'anti', 'apoptotic', 'member', 'bcl', 'negative', 'regulation', 'pro', 'apoptotic', 'member', 'bad', 'bak', 'puma', 'required', 'normal', 'cell', 'cycle', 'progression', 'g', 'breast', 'cancer', 'cell', 'regulation', 'ccnd', 'cdkna', 'regulates', 'level', 'ppa', 'regulatory', 'subunit', 'b', 'ppa', 'phosphatase', 'activity', 'belongs', 'bex', 'family']",1,0.207,0.054,0.739,0,0,0,1,0,0
183,17574,9606.ENSP00000444412,ZNF268,947,zinc finger protein  isoform  acts as a transcriptional repressor inhibits erythroid differentiation and tumor cell proliferation plays a role during ovarian cancer development and progression belongs to the krueppel ch type zinc finger protein family ,"['zinc', 'finger', 'protein', 'isoform', 'act', 'transcriptional', 'repressor', 'inhibits', 'erythroid', 'differentiation', 'tumor', 'cell', 'proliferation', 'play', 'role', 'ovarian', 'cancer', 'development', 'progression', 'belongs', 'krueppel', 'ch', 'type', 'zinc', 'finger', 'protein', 'family']",1,0.274,0.048,0.678,0,0,0,1,0,0
184,17886,9606.ENSP00000453502,ST20,79,suppressor of tumorigenicity  protein may act as a tumor suppressor promotes apoptosis of cancer cells ,"['suppressor', 'tumorigenicity', 'protein', 'may', 'act', 'tumor', 'suppressor', 'promotes', 'apoptosis', 'cancer', 'cell']",1,0.343,0.118,0.539,0,0,0,1,0,0
185,17960,9606.ENSP00000455442,NUPR1L,97,nuclear protein  acts as a transcriptional repressor by inhibiting gene expression at the nupr promoter in a p tp dependent manner in cancer cells involved in the g cell cycle arrest and in a decrease in cell viability and cell proliferation plays a role as a negative regulator of the protumoral factor nupr ,"['nuclear', 'protein', 'act', 'transcriptional', 'repressor', 'inhibiting', 'gene', 'expression', 'nupr', 'promoter', 'p', 'tp', 'dependent', 'manner', 'cancer', 'cell', 'involved', 'g', 'cell', 'cycle', 'arrest', 'decrease', 'cell', 'viability', 'cell', 'proliferation', 'play', 'role', 'negative', 'regulator', 'protumoral', 'factor', 'nupr']",1,0.254,0.036,0.71,0,0,0,1,0,0
186,18144,9606.ENSP00000463027,NCOA4,650,nuclear receptor coactivator  enhances the androgen receptor transcriptional activity in prostate cancer cells ligand independent coactivator of the peroxisome proliferator activated receptor ppar gamma ,"['nuclear', 'receptor', 'coactivator', 'enhances', 'androgen', 'receptor', 'transcriptional', 'activity', 'prostate', 'cancer', 'cell', 'ligand', 'independent', 'coactivator', 'peroxisome', 'proliferator', 'activated', 'receptor', 'ppar', 'gamma']",1,0.161,0,0.839,0,0,0,0,1,1
187,18188,9606.ENSP00000464162,GREB1L,1923,greb like protein growth regulation by estrogen in breast cancer  like belongs to the greb family ,"['greb', 'like', 'protein', 'growth', 'regulation', 'estrogen', 'breast', 'cancer', 'like', 'belongs', 'greb', 'family']",1,0.183,0.317,0.5,0,0,0,0,1,1
188,18371,9606.ENSP00000469441,CTAG1A,180,cancer testis antigen a belongs to the ctag pcc family ,"['cancer', 'testis', 'antigen', 'belongs', 'ctag', 'pcc', 'family']",1,0.355,0,0.645,0,0,0,0,1,1
189,18403,9606.ENSP00000470185,CT45A1,189,cancer testis antigen family  member a belongs to the ct family ,"['cancer', 'testis', 'antigen', 'family', 'member', 'belongs', 'ct', 'family']",1,0.328,0,0.672,0,0,0,0,1,1
190,18446,9606.ENSP00000471418,ENSG00000269096,189,cancer testis antigen family  member a belongs to the ct family ,"['cancer', 'testis', 'antigen', 'family', 'member', 'belongs', 'ct', 'family']",1,0.328,0,0.672,0,0,0,0,1,1
191,18533,9606.ENSP00000473553,CSNK2A3,391,casein kinase ii subunit alpha  probable catalytic subunit of a constitutively active serine threonine protein kinase complex that phosphorylates a large number of substrates containing acidic residues c terminal to the phosphorylated serine or threonine amplification dependent oncogene promotes cell proliferation and tumorigenesis by down regulating expression of the tumor suppressor protein pml may play a role in the pathogenesis of the lung cancer development and progression ,"['casein', 'kinase', 'ii', 'subunit', 'alpha', 'probable', 'catalytic', 'subunit', 'constitutively', 'active', 'serine', 'threonine', 'protein', 'kinase', 'complex', 'phosphorylates', 'large', 'number', 'substrate', 'containing', 'acidic', 'residue', 'c', 'terminal', 'phosphorylated', 'serine', 'threonine', 'amplification', 'dependent', 'oncogene', 'promotes', 'cell', 'proliferation', 'tumorigenesis', 'regulating', 'expression', 'tumor', 'suppressor', 'protein', 'pml', 'may', 'play', 'role', 'pathogenesis', 'lung', 'cancer', 'development', 'progression']",1,0.096,0.121,0.783,0,0,0,0,1,1
192,18565,9606.ENSP00000474632,ENSG00000271449,189,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
193,18861,9606.ENSP00000479608,ENSG00000278289,189,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
194,19027,9606.ENSP00000481184,CT45A4,189,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
195,19252,9606.ENSP00000483637,CT45-2,189,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
196,19289,9606.ENSP00000484135,COLCA2,251,colorectal cancer associated  ,"['colorectal', 'cancer', 'associated']",1,0.688,0,0.312,1,1,0,0,0,1
197,19308,9606.ENSP00000484443,NEK3,506,serine threonine protein kinase nek protein kinase which influences neuronal morphogenesis and polarity through effects on microtubules regulates microtubule acetylation in neurons contributes to prolactin mediated phosphorylation of pxn and vav implicated in prolactin mediated cytoskeletal reorganization and motility of breast cancer cells through mechanisms involving rac activation and phosphorylation of pxn and vav belongs to the protein kinase superfamily nek ser thr protein kinase family nima subfamily ,"['serine', 'threonine', 'protein', 'kinase', 'nek', 'protein', 'kinase', 'influence', 'neuronal', 'morphogenesis', 'polarity', 'effect', 'microtubule', 'regulates', 'microtubule', 'acetylation', 'neuron', 'contributes', 'prolactin', 'mediated', 'phosphorylation', 'pxn', 'vav', 'implicated', 'prolactin', 'mediated', 'cytoskeletal', 'reorganization', 'motility', 'breast', 'cancer', 'cell', 'mechanism', 'involving', 'rac', 'activation', 'phosphorylation', 'pxn', 'vav', 'belongs', 'protein', 'kinase', 'superfamily', 'nek', 'ser', 'thr', 'protein', 'kinase', 'family', 'nima', 'subfamily']",1,0.062,0,0.938,0,0,0,1,0,0
198,19322,9606.ENSP00000484601,CT45A10,189,cancer testis antigen family  member a ,"['cancer', 'testis', 'antigen', 'family', 'member']",1,0.524,0,0.476,1,1,0,0,0,1
,,,,,,,,,,,,,,,,
